,stop_id_x,stop_name_x,parent_station_x,stop_id_y,stop_name_y,parent_station_y
677,est_4_205,PUERTA DEL SUR,,acc_4_205_495,Avenida de la Libertad impares,est_4_205
678,est_4_205,PUERTA DEL SUR,,acc_4_205_496,Ascensor,est_4_205
679,est_4_205,PUERTA DEL SUR,,acc_4_205_497,Olímpico Francisco Fernández Ochoa,est_4_205
680,est_4_205,PUERTA DEL SUR,,par_4_209,PUERTA DEL SUR,est_4_205
681,est_4_257,AVIACION ESPAÑOLA,,acc_4_257_635,Fuente de Lima,est_4_257
682,est_4_257,AVIACION ESPAÑOLA,,acc_4_257_636,Ascensor,est_4_257
683,est_4_274,TRES OLIVOS,,acc_4_274_693,Retablo de Melisendra,est_4_274
684,est_4_275,MONTECARMELO,,acc_4_275_691,Avda. Monasterio de Silos,est_4_275
685,est_4_275,MONTECARMELO,,acc_4_275_692,Ascensor,est_4_275
686,est_4_276,LAS TABLAS,,acc_4_276_689,Palas de Rey,est_4_276
687,est_4_276,LAS TABLAS,,acc_4_276_690,Ascensor,est_4_276
688,est_4_277,RONDA DE LA COMUNICACION,,acc_4_277_687,Maestro Mateo,est_4_277
689,est_4_277,RONDA DE LA COMUNICACION,,acc_4_277_688,Ascensor,est_4_277
690,est_4_278,LA GRANJA,,acc_4_278_685,La Granja,est_4_278
691,est_4_278,LA GRANJA,,acc_4_278_686,Ascensor,est_4_278
692,est_4_279,LA MORALEJA,,acc_4_279_683,Avda. Bruselas,est_4_279
693,est_4_279,LA MORALEJA,,acc_4_279_684,Ascensor,est_4_279
694,est_4_280,MARQUES DE LA VALDAVIA,,acc_4_280_680,Marqués de la Valdavia,est_4_280
695,est_4_280,MARQUES DE LA VALDAVIA,,acc_4_280_681,Ascensor,est_4_280
696,est_4_281,MANUEL DE FALLA,,acc_4_281_678,Manuel de Falla,est_4_281
697,est_4_281,MANUEL DE FALLA,,acc_4_281_679,Ascensor,est_4_281
698,est_4_282,BAUNATAL,,acc_4_282_676,Avda. Lomas del Rey,est_4_282
699,est_4_282,BAUNATAL,,acc_4_282_677,Ascensor,est_4_282
700,est_4_283,REYES CATOLICOS,,acc_4_283_674,Avda. Plaza de Toros,est_4_283
701,est_4_283,REYES CATOLICOS,,acc_4_283_675,Ascensor,est_4_283
702,est_4_284,HOSPITAL INFANTA SOFIA,,acc_4_284_671,Poeta Rafael Morales,est_4_284
703,est_4_284,HOSPITAL INFANTA SOFIA,,acc_4_284_672,Hospital Infanta Sofía,est_4_284
704,est_4_284,HOSPITAL INFANTA SOFIA,,acc_4_284_673,Ascensor,est_4_284
705,est_4_207,ABRANTES,,acc_4_207_498,Avda. de Abrantes impares,est_4_207
706,est_4_207,ABRANTES,,acc_4_207_499,Avda. de Abrantes pares,est_4_207
707,est_4_207,ABRANTES,,acc_4_207_500,Ascensor,est_4_207
708,est_4_208,PAN BENDITO,,acc_4_208_501,Avda. de Abrantes pares - Besolla,est_4_208
709,est_4_208,PAN BENDITO,,acc_4_208_502,Avda. de Abrantes impares - Besolla,est_4_208
710,est_4_208,PAN BENDITO,,acc_4_208_503,Ascensor,est_4_208
711,est_4_254,SAN FRANCISCO,,acc_4_254_628,Avda. Los Poblados impares,est_4_254
712,est_4_254,SAN FRANCISCO,,acc_4_254_629,Avda. Los Poblados pares,est_4_254
713,est_4_254,SAN FRANCISCO,,acc_4_254_630,Ascensor,est_4_254
714,est_4_255,CARABANCHEL ALTO,,acc_4_255_631,Avda. Carabanchel Alto,est_4_255
715,est_4_255,CARABANCHEL ALTO,,acc_4_255_632,Ascensor,est_4_255
716,est_4_256,LA PESETA,,acc_4_256_633,Avda. La Peseta,est_4_256
717,est_4_256,LA PESETA,,acc_4_256_634,Ascensor,est_4_256
718,est_4_305,LA FORTUNA,,acc_4_305_1045,San José,est_4_305
719,est_4_305,LA FORTUNA,,acc_4_305_1046,Ascensor Exterior,est_4_305
720,est_4_210,PARQUE LISBOA,,acc_4_210_504,Avda. de Leganés,est_4_210
721,est_4_210,PARQUE LISBOA,,acc_4_210_505,Ascensor,est_4_210
722,est_4_211,ALCORCON CENTRAL,,acc_4_211_506,Avda. Móstoles-Navalcarnero,est_4_211
723,est_4_211,ALCORCON CENTRAL,,acc_4_211_507,Avda. Móstoles-Bailén,est_4_211
724,est_4_211,ALCORCON CENTRAL,,acc_4_211_508,Ascensor exterior,est_4_211
725,est_4_211,ALCORCON CENTRAL,,acc_4_211_509,Avda. Móstoles,est_4_211
726,est_4_211,ALCORCON CENTRAL,,acc_4_211_582,C/ Berlín Hospital,est_4_211
727,est_4_211,ALCORCON CENTRAL,,acc_4_211_583,C/ Berlín por 2º vestíbulo renfe,est_4_211
728,est_4_211,ALCORCON CENTRAL,,acc_4_211_584,Ascensor exterior RENFE,est_4_211
729,est_4_212,PARQUE OESTE,,acc_4_212_510,Estambul,est_4_212
730,est_4_212,PARQUE OESTE,,acc_4_212_511,Ascensor,est_4_212
731,est_4_213,UNIVERSIDAD REY JUAN CARLOS,,acc_4_213_512,Avda. Alcalde de Móstoles,est_4_213
732,est_4_213,UNIVERSIDAD REY JUAN CARLOS,,acc_4_213_513,Ascensor,est_4_213
733,est_4_213,UNIVERSIDAD REY JUAN CARLOS,,acc_4_213_576,Avda. Alcalde de Móstoles,est_4_213
734,est_4_214,MOSTOLES CENTRAL,,acc_4_214_514,Paseo de la Estación,est_4_214
735,est_4_214,MOSTOLES CENTRAL,,acc_4_214_515,Ascensor exterior RENFE 1,est_4_214
736,est_4_214,MOSTOLES CENTRAL,,acc_4_214_586,Goya,est_4_214
737,est_4_214,MOSTOLES CENTRAL,,acc_4_214_587,Ascensor exterior RENFE 2,est_4_214
738,est_4_215,PRADILLO,,acc_4_215_516,Pza. de Pradillo,est_4_215
739,est_4_215,PRADILLO,,acc_4_215_517,Ascensor,est_4_215
740,est_4_216,HOSPITAL DE MOSTOLES,,acc_4_216_518,Río Ebro - Río Sella,est_4_216
741,est_4_216,HOSPITAL DE MOSTOLES,,acc_4_216_519,Ascensor,est_4_216
742,est_4_217,MANUELA MALASAÑA,,acc_4_217_520,Plaza del Sol,est_4_217
743,est_4_217,MANUELA MALASAÑA,,acc_4_217_521,Ascensor,est_4_217
744,est_4_218,LORANCA,,acc_4_218_522,Avda. de Pablo Iglesias,est_4_218
745,est_4_218,LORANCA,,acc_4_218_523,Pza. de la Concordia,est_4_218
746,est_4_218,LORANCA,,acc_4_218_524,Ascensor,est_4_218
747,est_4_219,HOSPITAL DE FUENLABRADA,,acc_4_219_525,Cº del Molino - Hospital,est_4_219
748,est_4_219,HOSPITAL DE FUENLABRADA,,acc_4_219_526,Cº del Molino - Universidad,est_4_219
749,est_4_219,HOSPITAL DE FUENLABRADA,,acc_4_219_527,Ascensor,est_4_219
750,est_4_220,PARQUE EUROPA,,acc_4_220_528,Francia,est_4_220
751,est_4_220,PARQUE EUROPA,,acc_4_220_529,Ascensor,est_4_220
752,est_4_221,FUENLABRADA CENTRAL,,acc_4_221_530,Pº de la Estación,est_4_221
753,est_4_221,FUENLABRADA CENTRAL,,acc_4_221_531,Ascensor no acceso independiente,est_4_221
754,est_4_221,FUENLABRADA CENTRAL,,acc_4_221_589,Paseo de Roma,est_4_221
755,est_4_221,FUENLABRADA CENTRAL,,acc_4_221_590,Ascensor exterior RENFE,est_4_221
756,est_4_222,PARQUE DE LOS ESTADOS,,acc_4_222_532,Avda. de los Estados,est_4_222
757,est_4_222,PARQUE DE LOS ESTADOS,,acc_4_222_533,La Habana,est_4_222
758,est_4_222,PARQUE DE LOS ESTADOS,,acc_4_222_534,Ascensor,est_4_222
759,est_4_223,ARROYO CULEBRO,,acc_4_223_535,Las Ciencias,est_4_223
760,est_4_223,ARROYO CULEBRO,,acc_4_223_536,Ascensor,est_4_223
761,est_4_224,CONSERVATORIO,,acc_4_224_537,Senda de Mafalda,est_4_224
762,est_4_224,CONSERVATORIO,,acc_4_224_538,Ascensor,est_4_224
763,est_4_225,ALONSO DE MENDOZA,,acc_4_225_539,Ferrocarril - El Greco,est_4_225
764,est_4_225,ALONSO DE MENDOZA,,acc_4_225_540,Ascensor,est_4_225
765,est_4_226,GETAFE CENTRAL,,acc_4_226_543,Paseo del Ferrocarril,est_4_226
766,est_4_226,GETAFE CENTRAL,,acc_4_226_544,Ramon y Cajal,est_4_226
767,est_4_226,GETAFE CENTRAL,,acc_4_226_545,Ascensor exterior RENFE 1,est_4_226
768,est_4_227,JUAN DE LA CIERVA,,acc_4_227_546,Avda. de España pares,est_4_227
769,est_4_227,JUAN DE LA CIERVA,,acc_4_227_547,Avda. de España impares,est_4_227
770,est_4_227,JUAN DE LA CIERVA,,acc_4_227_548,Ascensor,est_4_227
771,est_4_228,EL CASAR,,acc_4_228_1084,C. Gitanilla,est_4_228
772,est_4_228,EL CASAR,,acc_4_228_1085,Ascensor,est_4_228
773,est_4_228,EL CASAR,,acc_4_228_549,Avda. del Casar,est_4_228
774,est_4_228,EL CASAR,,acc_4_228_550,Ascensor,est_4_228
775,est_4_229,LOS ESPARTALES,,acc_4_229_551,Avda. de Rigoberta Menchú,est_4_229
776,est_4_229,LOS ESPARTALES,,acc_4_229_552,Ascensor,est_4_229
777,est_4_230,EL BERCIAL,,acc_4_230_553,El Bercial,est_4_230
778,est_4_231,EL CARRASCAL,,acc_4_231_555,Avda. Rey Juan Carlos I pares,est_4_231
779,est_4_231,EL CARRASCAL,,acc_4_231_556,Avda. Rey Juan Carlos I impares,est_4_231
780,est_4_231,EL CARRASCAL,,acc_4_231_557,Ascensor,est_4_231
781,est_4_232,JULIAN BESTEIRO,,acc_4_232_558,Avda. Rey Juan Carlos I pares,est_4_232
782,est_4_232,JULIAN BESTEIRO,,acc_4_232_559,Avda. Rey Juan Carlos I impares,est_4_232
783,est_4_232,JULIAN BESTEIRO,,acc_4_232_560,Ascensor,est_4_232
784,est_4_233,CASA DEL RELOJ,,acc_4_233_561,Casa del Reloj,est_4_233
785,est_4_233,CASA DEL RELOJ,,acc_4_233_562,Avda. de Gibraltar impares,est_4_233
786,est_4_233,CASA DEL RELOJ,,acc_4_233_563,Ascensor,est_4_233
787,est_4_234,HOSPITAL SEVERO OCHOA,,acc_4_234_564,Avda. de Orellana,est_4_234
788,est_4_234,HOSPITAL SEVERO OCHOA,,acc_4_234_565,Hospital Severo Ochoa,est_4_234
789,est_4_234,HOSPITAL SEVERO OCHOA,,acc_4_234_566,Ascensor,est_4_234
790,est_4_235,LEGANES CENTRAL,,acc_4_235_567,Avda. del Cobre,est_4_235
791,est_4_235,LEGANES CENTRAL,,acc_4_235_568,Ascensor,est_4_235
792,est_4_235,LEGANES CENTRAL,,acc_4_235_592,Virgen del Camino,est_4_235
793,est_4_235,LEGANES CENTRAL,,acc_4_235_593,Ascensor exterior RENFE,est_4_235
794,est_4_236,SAN NICASIO,,acc_4_236_569,Avda. del Mar Mediterráneo,est_4_236
795,est_4_236,SAN NICASIO,,acc_4_236_570,La Encina,est_4_236
796,est_4_236,SAN NICASIO,,acc_4_236_571,Ascensor,est_4_236
